,id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
7110,7110,B,164.96,material_5,material_5,8,8,8,13,7,17.711,9.878,15.609,16.615,12.367,20.378,10.49,16.449,19.243,,16.148,,16.314,16.446,595.637,0
1223,1223,A,148.53,material_7,material_8,9,5,8,3,3,16.279,10.267,18.406,15.545,13.262,19.187,12.563,,18.567,13.649,15.129,14.637,14.436,16.368,753.813,0
25705,25705,E,94.95,material_7,material_6,6,9,3,7,5,18.36,11.47,16.065,17.001,14.7,19.852,11.173,17.324,,15.027,14.523,15.872,13.816,13.14,631.466,0
3625,3625,A,107.06,material_7,material_8,9,5,18,2,3,17.372,12.16,18.281,16.903,13.038,19.289,,14.785,20.299,14.633,15.129,14.502,,11.957,812.918,0
12421,12421,C,119.28,material_7,material_8,5,8,4,4,4,19.234,10.985,18.744,17.062,9.985,19.011,9.759,14.257,19.647,10.086,12.814,15.409,17.379,,,0
12077,12077,C,136.02,material_7,material_8,5,8,5,17,7,18.425,10.58,16.984,17.89,13.273,18.464,11.996,,20.627,10.927,15.003,17.221,18.103,17.314,730.166,1
25785,25785,E,83.49,material_7,material_6,6,9,8,7,5,17.897,13.031,15.771,18.808,10.956,19.598,11.651,15.055,17.8,11.475,16.69,19.062,15.371,14.435,833.67,0
9412,9412,B,117.7,material_5,material_5,8,8,10,7,6,18.552,10.539,18.225,17.702,12.411,17.538,11.281,13.832,20.235,13.484,14.526,16.133,13.839,,,0
15376,15376,C,95.09,material_7,material_8,5,8,4,3,2,17.754,12.14,16.97,17.576,11.32,19.886,13.404,14.128,16.598,11.96,14.407,17.917,16.627,15.813,827.607,0
930,930,A,160.57,material_7,material_8,9,5,21,0,4,18.879,13.64,16.979,17.354,11.272,20.341,10.174,17.529,18.796,13.72,16.962,16.891,13.727,17.116,805.857,0
15497,15497,C,146.83,material_7,material_8,5,8,3,13,3,16.918,11.685,16.879,18.327,12.322,19.232,11.148,15.017,22.317,10.886,16.448,16.22,12.516,14.769,,1
11021,11021,C,86.26,material_7,material_8,5,8,10,11,9,18.379,13.2,17.078,15.828,11.405,,11.641,14.875,17.355,11.113,15.672,17.506,,15.298,682.601,0
16451,16451,D,137.95,material_7,material_5,6,6,11,8,2,16.199,11.041,17.074,16.304,13.251,18.734,10.984,16.849,,10.24,15.433,17.504,16.644,14.573,601.853,0
6002,6002,B,93.52,material_5,material_5,8,8,3,10,9,17.453,12.435,16.858,17.66,10.193,18.816,10.587,,20.078,11.918,15.494,16.536,13.075,16.068,561.234,1
14878,14878,C,108.42,material_7,material_8,5,8,2,6,5,18.074,12.081,17.854,17.564,12.636,18.949,11.506,14.974,18.517,12.204,16.698,14.439,15.614,,773.745,0
18120,18120,D,127.51,material_7,material_5,6,6,4,12,3,20.036,12.672,17.505,20.121,11.222,18.61,11.984,18.953,16.656,14.265,17.718,14.377,14.165,16.651,977.95,1
982,982,A,183.25,material_7,material_8,9,5,13,9,10,15.738,11.847,17.66,16.47,10.89,19.898,9.942,15.867,20.257,11.966,15.766,16.432,17.719,20.568,752.751,0
5023,5023,A,123.84,material_7,material_8,9,5,8,5,2,17.188,12.862,15.854,15.745,,18.557,13.545,14.724,19.561,10.736,16.638,17.35,15.241,15.535,564.233,0
8546,8546,B,105.57,material_5,material_5,8,8,5,0,13,17.375,11.823,16.7,17.04,11.973,20.388,11.241,15.147,,11.026,13.669,15.987,11.534,18.261,700.229,0
15446,15446,C,88.26,material_7,material_8,5,8,9,11,7,17.337,11.444,19.323,18.705,12.089,19.387,12.175,17.377,15.555,15.286,16.242,14.068,12.208,16.661,899.879,0
23468,23468,E,142.31,material_7,material_6,6,9,6,13,3,18.31,10.64,17.137,16.603,11.899,19.528,11.356,15.427,17.669,10.907,15.46,17.404,15.172,14.447,603.446,0
3785,3785,A,126.05,material_7,material_8,9,5,15,3,3,15.637,11.098,16.258,16.746,12.081,17.027,11.698,15.579,20.774,14.336,13.951,14.696,,,473.182,0
16720,16720,D,170.7,material_7,material_5,6,6,8,4,10,17.819,9.889,17.561,18.071,12.134,19.504,11.63,16.181,20.046,13.168,16.605,16.95,13.085,16.695,828.676,1
4752,4752,A,100.93,material_7,material_8,9,5,12,1,3,18.093,11.992,17.622,18.649,12.22,19.529,12.707,17.311,22.53,11.532,15.761,15.198,,18.507,814.818,0
17882,17882,D,137.41,material_7,material_5,6,6,4,13,9,17.747,11.404,17.528,,10.891,18.31,10.297,16.631,18.95,12.237,15.322,17.048,12.739,19.694,598.344,0
8898,8898,B,143.25,material_5,material_5,8,8,5,12,5,19.569,13.125,16.017,17.702,12.576,19.342,11.377,17.088,19.701,11.593,15.829,18.181,17.606,15.408,830.979,1
11558,11558,C,70.74,material_7,material_8,5,8,10,11,10,17.137,,16.623,17.309,9.659,19.239,12.778,15.15,16.928,14.615,17.036,14.729,12.92,16.735,656.09,0
16588,16588,D,136.36,material_7,material_5,6,6,1,11,3,17.761,11.992,18.782,17.112,12.377,19.735,11.154,17.068,18.232,11.327,,16.824,,18.156,840.582,0
21584,21584,E,188.83,material_7,material_6,6,9,4,4,8,16.953,11.766,16.131,18.103,11.788,19.876,12.304,15.848,18.439,9.934,14.527,18.08,13.942,14.462,762.305,0
11839,11839,C,141.36,material_7,material_8,5,8,4,10,2,18.196,12.333,17.037,16.721,11.793,18.381,10.475,14.926,17.469,12.078,,19.1,15.43,18.699,599.526,0
20297,20297,D,48.98,material_7,material_5,6,6,12,7,10,17.956,13.348,16.564,18.145,10.617,18.817,,16.736,17.911,13.422,16.225,,15.27,15.397,662.456,0
21913,21913,E,103.53,material_7,material_6,6,9,11,9,6,18.816,10.895,17.307,17.491,11.557,19.438,11.822,16.417,19.82,12.472,16.112,14.568,16.259,16.145,700.636,1
8395,8395,B,103.64,material_5,material_5,8,8,2,4,11,19.83,11.541,16.854,,10.636,19.048,11.471,16.279,17.975,10.039,15.894,14.404,17.201,17.238,626.149,0
19402,19402,D,111.38,material_7,material_5,6,6,9,14,11,20.995,12.225,16.735,17.318,8.894,19.469,12.349,15.107,17.041,11.974,15.558,15.977,15.2,17.597,625.837,0
15418,15418,C,133.0,material_7,material_8,5,8,9,9,5,18.643,10.515,17.4,17.027,11.391,18.389,11.153,16.724,19.645,10.955,,14.927,17.106,18.194,630.461,0
14217,14217,C,122.08,material_7,material_8,5,8,5,5,1,19.422,14.076,16.843,15.672,10.913,17.194,11.125,16.058,21.119,8.688,14.799,17.039,15.009,14.087,461.169,1
24675,24675,E,124.66,material_7,material_6,6,9,0,10,6,18.15,12.803,17.792,17.996,11.985,,11.178,14.544,19.177,12.224,16.036,19.596,15.266,,832.261,0
19575,19575,D,127.28,material_7,material_5,6,6,3,16,2,16.705,10.919,16.614,19.336,10.911,18.094,12.217,15.052,21.563,10.759,15.318,15.649,13.829,17.644,720.722,1
9538,9538,B,119.57,material_5,material_5,8,8,6,15,8,17.853,11.787,17.812,16.742,,18.983,12.503,16.661,21.244,13.111,16.94,17.057,,17.175,695.084,0
19527,19527,D,88.67,material_7,material_5,6,6,9,8,4,19.759,12.483,16.259,17.964,13.237,17.794,10.758,16.313,19.56,11.868,16.131,14.612,14.47,17.09,738.559,0
24874,24874,E,212.06,material_7,material_6,6,9,7,12,10,19.032,12.979,17.174,17.948,11.825,17.715,11.019,17.682,19.856,10.941,16.192,15.669,14.106,,707.083,0
13823,13823,C,106.43,material_7,material_8,5,8,10,8,9,15.866,,15.991,16.661,11.171,18.36,9.638,15.868,17.947,11.596,12.775,,15.871,17.79,486.163,0
4671,4671,A,82.85,material_7,material_8,9,5,7,6,5,20.148,13.238,16.097,18.709,12.021,19.522,9.709,16.058,19.996,13.811,16.673,14.462,15.578,17.058,739.432,0
24520,24520,E,146.87,material_7,material_6,6,9,9,5,4,17.918,9.719,18.149,18.41,12.141,16.615,12.251,14.31,19.831,14.067,14.815,15.972,15.368,15.991,560.937,0
49,49,A,150.48,material_7,material_8,9,5,13,3,2,18.057,11.393,17.064,16.497,11.744,21.543,11.946,17.513,17.948,12.866,14.786,15.201,13.501,16.626,860.434,0
15820,15820,C,135.81,material_7,material_8,5,8,9,5,2,19.536,10.933,18.997,17.955,9.766,19.029,14.122,17.021,20.153,,15.165,19.592,14.625,12.764,819.818,0
23760,23760,E,109.85,material_7,material_6,6,9,13,18,3,18.589,11.759,16.745,18.396,12.45,18.607,12.256,15.394,19.874,11.108,16.901,13.323,13.04,16.695,731.332,0
22568,22568,E,142.37,material_7,material_6,6,9,9,7,5,16.774,10.175,16.75,17.471,12.389,19.202,11.038,17.23,17.479,11.306,14.825,15.235,16.075,14.029,586.725,0
23530,23530,E,65.25,material_7,material_6,6,9,10,7,12,17.162,12.486,17.996,19.292,12.323,18.547,12.008,12.494,17.138,8.922,15.666,,14.677,18.39,917.119,1
20541,20541,D,110.1,material_7,material_5,6,6,9,8,18,17.332,11.612,17.069,17.722,12.637,18.976,12.502,,,10.12,15.492,15.585,15.004,15.597,747.795,0
20362,20362,D,87.74,material_7,material_5,6,6,14,11,6,19.118,11.491,18.398,18.379,11.374,19.701,,17.069,20.118,8.645,16.936,15.903,14.165,17.21,917.227,0
25599,25599,E,150.02,material_7,material_6,6,9,0,14,0,18.111,,16.655,19.603,13.126,19.533,9.771,15.986,16.993,,,14.18,15.843,14.835,920.748,1
22570,22570,E,119.72,material_7,material_6,6,9,1,12,1,17.639,10.752,17.877,18.974,10.106,21.284,11.801,16.033,17.716,14.395,17.116,17.08,14.95,16.946,980.486,0
14883,14883,C,82.99,material_7,material_8,5,8,8,9,6,17.023,,17.787,18.584,11.081,19.725,11.883,17.593,19.584,11.835,15.445,16.364,15.568,16.584,797.129,0
17962,17962,D,98.21,material_7,material_5,6,6,4,12,6,17.995,11.384,17.101,19.035,12.449,18.72,11.973,17.17,19.896,12.163,15.291,14.412,13.605,17.841,864.632,1
24226,24226,E,188.07,material_7,material_6,6,9,9,7,7,18.396,11.406,16.621,19.258,12.253,18.493,11.04,15.276,19.803,11.004,17.312,15.97,14.293,14.473,735.932,0
21429,21429,E,109.14,material_7,material_6,6,9,0,2,12,17.392,10.501,16.16,17.44,12.178,18.959,11.943,15.053,19.7,10.931,13.82,15.617,15.98,14.562,564.489,0
9509,9509,B,140.45,material_5,material_5,8,8,3,8,9,19.494,12.888,18.128,17.794,11.54,19.402,9.236,15.51,,10.689,19.147,15.275,12.27,18.791,745.124,0
4323,4323,A,118.45,material_7,material_8,9,5,12,4,4,17.515,11.879,17.041,15.952,11.064,19.841,9.351,14.988,18.916,11.852,15.856,14.523,15.887,16.351,,0
22889,22889,E,113.36,material_7,material_6,6,9,6,19,0,,10.515,17.507,17.15,9.39,19.345,11.423,13.673,16.587,12.809,17.397,17.615,15.481,15.299,651.104,0
22873,22873,E,123.03,material_7,material_6,6,9,9,4,5,17.429,11.72,17.196,16.962,13.639,,12.454,14.266,20.984,11.632,14.366,14.191,16.206,16.137,716.938,0
18851,18851,D,70.22,material_7,material_5,6,6,3,12,12,17.006,13.31,18.626,17.166,11.633,19.722,10.998,18.205,21.103,,16.492,14.946,,16.379,780.211,0
21464,21464,E,138.0,material_7,material_6,6,9,11,12,1,18.036,10.924,16.063,17.829,12.418,20.201,11.667,16.481,18.758,9.757,17.098,12.6,13.623,14.686,698.32,0
24148,24148,E,118.43,material_7,material_6,6,9,7,3,4,17.665,10.999,18.034,16.116,10.362,19.484,13.217,16.46,21.811,12.983,15.361,15.535,16.055,18.204,679.373,0
11710,11710,C,227.7,material_7,material_8,5,8,15,9,8,17.308,13.43,16.538,18.248,11.629,17.916,12.384,17.206,19.322,12.733,14.855,17.029,14.601,15.157,,1
16332,16332,D,122.32,material_7,material_5,6,6,9,7,12,17.418,10.473,15.908,17.49,13.025,20.139,12.586,17.177,19.874,11.981,16.45,17.068,14.697,17.391,739.772,0
21820,21820,E,125.63,material_7,material_6,6,9,7,7,8,18.525,12.685,16.791,17.903,11.409,19.69,11.683,14.379,19.213,12.429,17.28,15.829,15.938,17.826,818.612,1
7660,7660,B,147.32,material_5,material_5,8,8,8,7,10,17.205,10.555,17.689,16.477,12.965,19.256,11.637,15.985,21.166,11.843,15.803,15.565,16.527,17.254,772.002,0
21284,21284,E,134.17,material_7,material_6,6,9,1,6,14,18.447,11.259,17.469,19.596,12.17,19.499,9.665,17.387,19.473,10.125,15.8,14.565,15.162,16.426,856.244,0
10533,10533,C,99.43,material_7,material_8,5,8,8,8,9,16.802,11.782,16.532,17.33,12.436,19.7,10.586,17.502,20.331,9.59,15.927,13.584,14.77,16.479,728.263,1
19266,19266,D,103.8,material_7,material_5,6,6,9,8,10,17.92,12.712,16.733,18.688,11.02,18.634,11.901,16.518,19.973,11.522,16.395,,14.648,18.157,733.025,0
5948,5948,B,143.91,material_5,material_5,8,8,5,0,10,18.543,12.522,17.868,17.805,12.845,18.587,10.751,15.933,20.056,12.245,13.692,16.477,15.075,15.085,857.134,0
23979,23979,E,124.66,material_7,material_6,6,9,5,8,6,17.453,11.516,16.342,15.933,12.081,17.924,10.919,15.79,21.472,13.538,15.109,15.603,15.095,18.439,423.283,0
8951,8951,B,132.46,material_5,material_5,8,8,6,10,6,17.439,10.593,16.5,19.189,11.67,19.028,10.775,16.843,17.769,12.302,15.308,,15.525,15.561,600.313,0
21830,21830,E,100.53,material_7,material_6,6,9,7,9,4,17.375,12.017,16.388,17.937,12.191,20.162,12.399,15.741,19.335,11.552,15.23,19.025,15.66,14.707,803.905,0
5885,5885,B,115.79,material_5,material_5,8,8,7,11,9,19.538,14.024,16.541,17.086,11.947,18.917,10.854,15.626,19.428,10.595,16.265,15.258,12.641,16.203,819.763,0
1697,1697,A,103.94,material_7,material_8,9,5,11,11,5,17.658,10.949,16.717,16.554,10.91,18.972,12.433,,21.024,12.049,14.774,15.754,17.325,17.306,613.994,1
12747,12747,C,165.89,material_7,material_8,5,8,13,12,12,16.951,10.975,16.882,18.609,11.616,18.849,,15.565,16.669,10.631,15.526,17.843,15.939,14.228,675.853,0
5751,5751,B,292.86,material_5,material_5,8,8,10,14,5,17.834,11.874,15.049,18.091,11.176,,10.912,15.638,19.764,12.585,14.16,15.851,15.906,15.635,574.302,0
12898,12898,C,93.13,material_7,material_8,5,8,1,6,5,18.688,,16.177,16.647,10.753,19.308,11.396,17.401,19.881,9.418,14.329,15.855,16.456,,628.435,0
8220,8220,B,,material_5,material_5,8,8,1,9,8,18.006,11.731,18.668,17.707,12.72,19.956,11.582,14.925,20.797,11.561,15.331,,16.041,15.906,850.518,1
11505,11505,C,160.38,material_7,material_8,5,8,4,12,5,17.771,,17.347,17.536,11.111,18.9,11.659,16.066,17.736,13.641,15.824,19.905,14.217,16.66,684.27,0
10495,10495,C,115.89,material_7,material_8,5,8,7,8,4,18.228,11.653,14.636,17.472,11.0,18.784,11.474,14.746,17.643,11.369,14.035,15.581,13.827,16.172,518.769,0
1989,1989,A,200.23,material_7,material_8,9,5,14,3,4,18.051,11.061,18.747,15.198,10.904,17.017,11.784,15.233,18.306,13.805,15.099,,13.461,15.343,549.724,0
11180,11180,C,131.24,material_7,material_8,5,8,4,9,2,19.337,12.595,15.514,17.725,13.248,19.603,11.49,,19.091,12.875,16.98,15.04,16.241,14.422,737.299,0
19771,19771,D,165.91,material_7,material_5,6,6,4,12,8,18.095,10.861,16.255,17.339,11.321,19.332,8.246,15.635,19.051,11.333,16.565,15.017,15.821,15.716,636.219,0
11238,11238,C,119.13,material_7,material_8,5,8,10,9,4,17.393,13.266,16.935,18.302,12.368,17.433,11.584,,16.828,10.699,15.249,16.253,12.158,16.949,584.891,0
2439,2439,A,128.26,material_7,material_8,9,5,12,2,1,16.803,11.466,16.519,19.675,11.86,19.193,11.758,16.785,17.603,12.004,13.495,16.274,14.125,18.386,735.141,0
14860,14860,C,143.11,material_7,material_8,5,8,5,14,3,16.174,10.207,17.322,18.465,13.124,18.295,11.774,16.336,20.03,9.805,14.9,15.854,17.51,20.355,723.209,1
23883,23883,E,192.31,material_7,material_6,6,9,5,11,0,18.188,13.089,18.189,19.226,,18.03,11.879,14.758,20.514,9.943,17.161,15.262,16.05,15.606,920.02,1
3379,3379,A,99.11,material_7,material_8,9,5,16,3,5,18.108,11.694,15.685,17.986,12.141,19.629,14.005,16.922,18.236,13.229,16.232,15.173,13.089,16.047,682.197,0
17605,17605,D,144.89,material_7,material_5,6,6,5,14,11,16.163,11.428,16.878,17.34,10.949,,9.976,16.83,19.317,12.766,15.185,13.145,15.697,15.098,,0
12223,12223,C,61.55,material_7,material_8,5,8,12,10,8,17.427,12.159,17.124,18.325,10.368,19.697,12.499,16.212,20.786,,14.171,15.709,13.483,14.23,749.971,0
16439,16439,D,82.0,material_7,material_5,6,6,3,6,9,18.899,11.343,16.979,17.926,13.063,20.502,11.964,16.347,18.813,12.755,16.679,14.994,14.935,16.587,906.419,1
3934,3934,A,83.41,material_7,material_8,9,5,17,7,6,16.738,11.773,16.881,19.137,11.735,18.602,10.698,16.317,19.502,13.502,15.382,17.435,12.71,,697.646,0
12525,12525,C,92.9,material_7,material_8,5,8,2,6,8,15.451,11.142,15.706,18.601,12.894,18.799,12.392,16.117,,9.976,15.722,15.862,12.682,14.743,698.711,1
2039,2039,A,69.7,material_7,material_8,9,5,12,6,9,18.56,11.134,14.509,16.08,11.089,19.249,11.752,16.524,16.615,14.137,14.328,15.871,15.469,17.115,,0
2360,2360,A,127.68,material_7,material_8,9,5,13,6,1,18.756,12.471,17.577,17.09,11.862,20.475,11.387,,17.047,12.704,15.037,,14.227,18.844,841.837,1
14447,14447,C,84.62,material_7,material_8,5,8,11,9,11,18.622,12.685,15.777,18.107,11.179,18.521,12.399,16.231,18.484,,15.642,20.55,14.889,14.066,601.425,0
5567,5567,B,74.82,material_5,material_5,8,8,2,9,12,17.02,11.74,18.873,19.002,12.493,20.063,11.616,16.077,20.221,11.653,16.816,15.374,13.882,18.149,821.251,0
1964,1964,A,141.66,material_7,material_8,9,5,14,3,6,17.914,10.832,18.636,17.413,11.542,17.767,11.621,15.736,16.545,11.512,15.553,17.193,13.555,18.484,672.286,0
8657,8657,B,172.5,material_5,material_5,8,8,7,8,13,18.188,11.394,17.53,19.488,11.87,19.149,11.831,15.62,,12.048,15.412,,15.134,17.805,731.47,1
5015,5015,A,119.96,material_7,material_8,9,5,21,3,3,17.219,12.188,17.016,15.561,12.202,18.415,12.604,16.273,18.014,12.388,15.743,14.739,14.192,19.252,613.564,0
10980,10980,C,74.36,material_7,material_8,5,8,10,11,5,14.816,11.764,17.067,17.894,11.322,17.432,11.61,15.665,17.648,10.879,16.693,15.578,16.26,17.215,544.683,0
12724,12724,C,269.28,material_7,material_8,5,8,19,5,9,19.031,11.776,16.905,16.922,10.558,17.765,12.864,18.5,17.987,11.035,14.76,17.086,14.659,15.772,573.393,1
6669,6669,B,137.83,material_5,material_5,8,8,6,9,16,17.517,11.513,17.481,17.956,10.744,18.241,12.566,14.473,17.938,9.977,13.031,15.913,13.389,17.293,,0
8799,8799,B,225.83,material_5,material_5,8,8,7,7,8,19.243,11.715,19.186,17.05,12.57,18.285,11.015,16.619,16.873,12.652,19.945,15.956,13.518,20.43,862.929,1
9093,9093,B,116.27,material_5,material_5,8,8,8,13,7,16.818,10.677,16.458,17.945,9.962,18.486,13.231,14.846,19.474,13.1,,15.762,14.143,16.677,507.321,0
13966,13966,C,90.66,material_7,material_8,5,8,1,15,4,17.89,10.597,16.511,18.473,10.805,17.597,12.502,16.482,15.614,9.449,,19.081,17.973,16.056,546.743,0
21921,21921,E,111.3,material_7,material_6,6,9,7,10,4,16.763,12.177,18.123,17.454,12.088,17.733,11.994,,19.122,9.933,16.721,17.799,14.412,19.664,706.435,0
13405,13405,C,185.0,material_7,material_8,5,8,4,12,6,16.438,11.57,16.232,16.722,13.419,17.412,11.494,18.116,19.501,9.346,14.289,16.081,12.756,,574.476,0
5288,5288,B,122.39,material_5,material_5,8,8,1,9,11,16.947,10.57,16.21,16.555,13.374,19.996,10.949,16.947,,10.513,16.488,16.505,12.376,16.84,733.727,1
2452,2452,A,155.79,material_7,material_8,9,5,8,3,5,18.083,12.317,17.168,16.86,12.189,20.153,10.371,15.298,18.363,9.366,16.655,17.62,18.326,18.207,792.469,0
23269,23269,E,128.26,material_7,material_6,6,9,5,11,3,17.502,12.219,16.999,16.606,11.513,19.414,12.844,15.618,,11.438,15.514,,16.111,16.34,707.177,0
17887,17887,D,148.79,material_7,material_5,6,6,4,4,6,18.002,11.128,18.083,17.108,11.424,20.448,13.449,15.37,19.082,11.174,15.249,15.329,13.617,18.162,796.456,1
6936,6936,B,223.07,material_5,material_5,8,8,5,9,4,15.927,11.101,16.745,19.096,12.103,18.505,10.748,18.333,18.223,11.253,14.15,15.031,15.87,14.683,641.065,0
10191,10191,B,146.81,material_5,material_5,8,8,12,15,6,19.243,10.197,,17.376,11.803,19.225,,16.781,19.832,11.526,14.009,14.926,13.483,14.033,698.088,0
20413,20413,D,85.98,material_7,material_5,6,6,8,8,8,16.377,10.093,17.503,18.605,11.647,18.184,9.863,14.655,18.416,10.362,14.348,16.313,12.378,17.83,740.661,0
13691,13691,C,161.19,material_7,material_8,5,8,6,10,10,16.508,11.896,16.425,15.857,11.772,19.79,11.773,17.715,17.816,10.527,14.907,17.278,15.524,16.23,,0
16664,16664,D,228.56,material_7,material_5,6,6,14,6,6,18.061,13.447,17.854,18.854,12.121,17.755,12.553,16.431,19.075,10.339,14.558,15.141,15.461,15.977,825.934,0
22733,22733,E,97.34,material_7,material_6,6,9,5,11,3,15.579,11.712,17.032,16.207,12.585,17.923,12.957,16.534,21.589,14.749,14.507,13.095,15.616,17.318,542.729,0
19200,19200,D,165.62,material_7,material_5,6,6,7,15,7,15.707,11.113,17.038,16.164,12.513,18.108,13.046,17.489,,,15.635,17.816,14.324,17.09,503.134,0
24910,24910,E,117.91,material_7,material_6,6,9,10,10,8,19.371,10.921,16.699,19.783,11.456,17.951,13.542,15.627,19.301,12.067,16.402,17.145,16.598,16.825,763.985,0
7775,7775,B,101.31,material_5,material_5,8,8,12,6,6,17.579,12.542,15.43,16.025,12.029,18.074,9.453,17.195,15.258,11.923,18.596,15.044,15.638,14.358,648.194,0
13538,13538,C,119.24,material_7,material_8,5,8,7,6,4,20.252,11.364,,17.221,11.842,16.374,10.633,15.034,17.379,11.725,14.646,17.96,14.987,16.817,402.598,1
20485,20485,D,138.98,material_7,material_5,6,6,7,15,6,17.205,10.468,17.793,19.294,8.959,18.863,12.717,14.665,20.279,10.012,15.339,15.445,,16.558,753.592,0
11818,11818,C,128.07,material_7,material_8,5,8,7,6,2,19.225,11.729,18.106,17.416,11.907,19.863,12.618,,20.77,12.553,15.798,15.119,15.104,15.759,879.059,0
23292,23292,E,136.07,material_7,material_6,6,9,3,13,1,17.774,12.156,17.452,16.349,11.261,18.578,11.46,15.412,20.106,11.094,15.674,15.186,14.128,15.554,626.612,0
2046,2046,A,99.93,material_7,material_8,9,5,8,2,7,17.285,11.622,17.788,16.407,9.903,18.684,11.648,16.778,22.422,14.086,14.931,15.064,14.465,19.025,636.72,0
9061,9061,B,95.02,material_5,material_5,8,8,11,5,7,18.164,11.575,17.741,16.971,12.672,18.86,10.436,18.334,21.058,11.217,17.144,16.312,12.233,17.665,780.346,0
6327,6327,B,89.34,material_5,material_5,8,8,8,7,5,17.189,12.785,17.399,18.391,11.784,19.824,10.875,,19.968,12.251,16.844,15.143,15.744,18.042,737.531,0
22146,22146,E,81.31,material_7,material_6,6,9,6,8,5,17.607,11.535,16.514,17.722,12.732,19.971,13.147,17.513,20.624,11.272,15.287,15.113,17.571,17.307,768.461,0
8456,8456,B,85.62,material_5,material_5,8,8,6,10,7,17.224,10.625,16.122,17.075,11.054,18.446,11.648,13.468,19.677,12.303,17.311,15.825,17.642,16.664,553.934,0
25331,25331,E,90.98,material_7,material_6,6,9,5,6,7,17.085,12.49,18.038,16.729,13.673,17.928,11.679,15.213,20.585,13.575,13.797,11.663,16.876,17.737,670.619,0
9144,9144,B,132.92,material_5,material_5,8,8,7,9,7,17.334,11.712,16.792,17.602,12.271,17.575,8.876,17.215,20.094,11.314,17.009,14.531,15.303,,661.127,1
6123,6123,B,97.84,material_5,material_5,8,8,9,9,6,17.039,11.708,15.905,16.622,9.376,17.855,9.727,16.666,17.135,10.715,16.524,15.529,16.228,15.33,393.062,0
13649,13649,C,119.43,material_7,material_8,5,8,7,7,9,16.058,11.236,18.095,18.251,11.817,19.722,11.751,17.035,20.611,14.266,14.603,14.805,15.236,17.484,,0
