STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
"Ogies Food, Inc",26972.0,11210.0,10001.0,A,2600 W Lithuanian Plaza Ct,60629,Chicago Lawn,66,15,17031660900,170316609003018.0,1160212.8691382485,1858843.1115837249,41.7683658358,-87.6883009077,"(41.7683658358, -87.6883009077)"
Supermercado El Guero #10 Inc,39978.0,10046.0,10001.0,A,4023 S Archer Ave,60632,Brighton Park,58,12,17031580600,170315806002005.0,1158673.0725754036,1877860.2682912191,41.8205830407,-87.693426166,"(41.8205830407, -87.693426166)"
Trader Joe'S,1991799.0,211718.0,15000.0,A,3745 N Lincoln Ave,60613,North Center,5,47,17031050600,170310506002002.0,1163151.3751743084,1925042.0942621625,41.9499611711,-87.6756711293,"(41.9499611711, -87.6756711293)"
Dominick'S,1969836.0,5033.0,59488.0,A,6623 N Damen Ave,60645,West Ridge,2,50,17031020500,170310205003006.0,1161793.53830752,1944077.4209980017,42.0022233751,-87.680128828,"(42.0022233751, -87.680128828)"
Aldi'S #08,1743166.0,5273.0,16890.0,A,7333 S State St,60619,Greater Grand Crossing,69,6,17031691000,170316910003005.0,1177594.9036083014,1856252.2602475984,41.760880872,-87.6246657846,"(41.760880872, -87.6246657846)"
Aldi,1959623.0,5273.0,15680.0,A,6221 N Broadway,60660,Edgewater,77,49,17031030103,170310301031003.0,1167209.183883622,1941564.0231915617,41.9952114602,-87.6602779929,"(41.9952114602, -87.6602779929)"
Fairplay Foods Inc,10947.0,86481.0,18500.0,A,2323 W 111Th St,60643,Morgan Park,75,19,17031750500,170317505001002.0,1162749.7570969034,1830916.8666691575,41.691679204,-87.6797791725,"(41.691679204, -87.6797791725)"
Hilltop Liquors Mart,788.0,148.0,3200.0,B,10259 S Michigan Ave,60628,Roseland,49,9,17031490800,170314908005007.0,1179014.4573692612,1836719.3542895487,41.7072479748,-87.620056364,"(41.7072479748, -87.620056364)"
Big Apple Finer Foods Inc,4900.0,3297.0,9000.0,B,2345 N Clark St,60614,Lincoln Park,7,43,17031071400,170310714003003.0,1172948.7056671935,1916010.4922481,41.9249661791,-87.639926019,"(41.9249661791, -87.639926019)"
Avenue Food Mar Inc,1246771.0,20727.0,18000.0,A,6850 W Belmont Ave,60634,Dunning,17,36,17031171000,170311710003022.0,1129966.4805599726,1920538.7303918144,41.938237376,-87.7977603483,"(41.938237376, -87.7977603483)"
Fresh Farms International,30144.0,12018.0,9500.0,B,2626 W Devon Ave,60659,West Ridge,2,50,17031020602,170310206023013.0,1157511.1764635018,1942409.7931918472,41.9977359091,-87.6959288805,"(41.9977359091, -87.6959288805)"
Lake View Foods Inc,2055.0,408.0,3100.0,B,4106 N Sheridan Rd,60613,Uptown,3,46,17031032100,170310321003005.0,1168818.567016207,1927666.0915580725,41.9570402995,-87.6547628922,"(41.9570402995, -87.6547628922)"
The Cellar,1574603.0,286737.0,5000.0,B,3106 N Harlem Ave,60634,Dunning,17,36,17031170900,170311709001018.0,1127497.707449469,1919931.538671479,41.9366131328,-87.8068475211,"(41.9366131328, -87.8068475211)"
Mariano'S Fresh Market #8507,2163771.0,360006.0,,A,5353 N Elston Ave,60630,Jefferson Park,11,45,17031110100,170311000000000.0,1140915.424,1935358.818,41.97871026,-87.75715377,"(41.97871026, -87.75715377)"
Rainbow Grocery,61801.0,19562.0,2500.0,B,2003 W 69Th St,60636,West Englewood,67,17,17031671500,170316715002005.0,1164163.508986039,1858859.406037007,41.7683283348,-87.673819384,"(41.7683283348, -87.673819384)"
"Carniceria La Hacienda, Inc.",1492826.0,276948.0,4000.0,B,3459 W 59Th St,60629,Chicago Lawn,66,16,17031660400,170316604004000.0,1154081.8181969763,1865232.9119324528,41.786024401,-87.7106047774,"(41.786024401, -87.7106047774)"
Cicero Deli Inc.,20884.0,8639.0,3600.0,B,3206 N Cicero Ave,60641,Portage Park,15,30,17031151002,170311510024009.0,1143769.2028091776,1920923.9679310492,41.93904667,-87.7470219655,"(41.93904667, -87.7470219655)"
K Buena,1999075.0,65396.0,3500.0,B,4322 W Marquette Rd,60629,West Lawn,65,13,17031650301,170316503012017.0,1148569.6566135706,1859858.282165421,41.7713833198,-87.7309533689,"(41.7713833198, -87.7309533689)"
Jewel Food Store #3210,1333.0,259.0,23845.0,A,1210 N Clark St,60610,Near North Side,8,42,17031080202,170310802021001.0,1175275.3228902228,1908485.4625083096,41.9042652283,-87.6316032946,"(41.9042652283, -87.6316032946)"
Nancy Foods Inc,79959.0,23327.0,2500.0,B,12315 S State St,60628,West Pullman,53,9,17031530600,170315306002026.0,1178520.7479500766,1823233.6333488051,41.6702523999,-87.6222719562,"(41.6702523999, -87.6222719562)"
Windy City Inc,24289.0,9833.0,4225.0,B,324 S Cicero Ave,60644,Austin,25,24,17031252202,170312522025003.0,1144408.8929469842,1897932.7840747123,41.8759443554,-87.7452502275,"(41.8759443554, -87.7452502275)"
One Stop Food & Liquor Store,1094.0,205.0,58000.0,A,4301 S Lake Park Ave,60653,Kenwood,39,4,17031390100,170313901001006.0,1184507.886319853,1876712.039424123,41.8168651481,-87.5986888442,"(41.8168651481, -87.5986888442)"
D & A Food & Liquor,46444.0,7945.0,5500.0,B,1601 W Garfield Blvd,60636,West Englewood,67,15,17031670300,170316703002005.0,1166596.81632756,1868070.9267543333,41.793554363,-87.6646375512,"(41.793554363, -87.6646375512)"
Ultra Foods,1741082.0,308026.0,87600.0,A,3250 W 87Th St,60652,Ashburn,70,18,17031700402,170317004023025.0,1156151.7756444376,1846754.0407316657,41.7352740895,-87.7035112835,"(41.7352740895, -87.7035112835)"
Pete'S Fresh Supermarket,1771242.0,312119.0,75000.0,A,2526 W Cermak Rd,60608,South Lawndale,30,28,17031840700,170318407003019.0,1159779.466918107,1889354.0715093752,41.8521006532,-87.6890511106,"(41.8521006532, -87.6890511106)"
Carniceria Guanajuato #3,2060960.0,357299.0,9000.0,B,3132 N California Ave,60618,Avondale,21,33,17031210800,170312108001001.0,1157122.7839310614,1920845.3084348957,41.9385697153,-87.6979459455,"(41.9385697153, -87.6979459455)"
Mini Mercado La Betania,33473.0,3205.0,2640.0,B,2800 S Tripp Ave,60623,South Lawndale,30,22,17031301803,170313018033002.0,1148469.2529375516,1885006.7985961472,41.8403965367,-87.7306750125,"(41.8403965367, -87.7306750125)"
Jerusalem Liquors,440.0,80.0,4500.0,B,3133 W Lawrence Ave,60625,Albany Park,14,33,17031140800,170311408005007.0,1154472.8354969018,1931680.140722451,41.9683547002,-87.7073943249,"(41.9683547002, -87.7073943249)"
Walgreens # 05192,1144217.0,147.0,,A,2924 E 92Nd St,60617,South Chicago,46,7,17031461000,170315000000000.0,1197293.218,1844562.952,41.72833654,-87.55286024,"(41.72833654, -87.55286024)"
Jewel Food Store #3114,1388.0,259.0,20860.0,A,3128 W 103Rd St,60655,Mount Greenwood,74,19,17031740100,170317401001002.0,1157251.3653392585,1836208.3927967616,41.7063128446,-87.6997671192,"(41.7063128446, -87.6997671192)"
Walgreens #11410,1959845.0,7551.0,,A,1627 N Pulaski Rd,60639,Humboldt Park,23,30,17031230400,170312000000000.0,1149504.572,1910639.095,41.91071448,-87.72621042,"(41.91071448, -87.72621042)"
Tierra Caliente Market,1769425.0,311388.0,3125.0,B,1402 N Ashland Ave,60622,West Town,24,1,17031241500,170312415002014.0,1165430.1932639398,1909440.7182879397,41.9071018181,-87.6677396553,"(41.9071018181, -87.6677396553)"
Quality Food On 71 St Inc,76481.0,22614.0,3000.0,B,2557 W 71St St,60629,Chicago Lawn,66,18,17031661000,170316610004004.0,1160309.1338794366,1857439.3315155609,41.7645116769,-87.687986655,"(41.7645116769, -87.687986655)"
Jewel Food Store #3302,1402.0,259.0,25431.0,A,3644 S Archer Ave,60609,Mckinley Park,59,11,17031590500,170315905001037.0,1161644.3847891467,1880433.810744691,41.8275838968,-87.6824544425,"(41.8275838968, -87.6824544425)"
Cermak Produce,1770942.0,311980.0,17000.0,A,3311 W 26Th St,60623,South Lawndale,30,22,17031840800,170318408001003.0,1154665.2718672096,1886497.89361504,41.8443667287,-87.7078980538,"(41.8443667287, -87.7078980538)"
